ID#	Ra(deg)	Dec(deg)	RM_Raw_Value	RM_Raw_Err	Scaled_RM	TotalRMScaledErrWithStDev	TotalRMScaledErrWithAvgErr	Extinction	Scaled_Extinction	eAbundance	Raw_Magnetic_FieldMagnetic_Field(uG)	Magnetic_Field(uG)	Reference_BField_RMErr(±)	BField_of_Min_Extinction	BField_of_Max_Extinction
0	49.849410000000006	31.02869	33.777412	0.49198952	-6.232014783333334	7.274151790676753	1.7636561058333333	1.306603193283081	0.8275577997167906	0.0001347	510.71236265589414	-94.22767481720113	-1.3724861011859308	-623.4844010409674	-56.39178214687281
2	50.012520000000016	31.126040000000003	75.94589	0.12320466	35.936463216666674	6.905366930676753	1.3948712458333334	1.2429472208023071	0.7639018272360166	0.0001347	1243.3656014070025	588.3420709116897	0.9544490796061591	3595.2777750295895	406.97061018631535
3	50.08925000000001	31.64013	47.79162	0.48620918	7.78219321666667	7.268371450676754	1.7578757658333335	1.001220941543579	0.5221755479772886	0.00013659999999999999	1137.627785553381	185.24668625639907	1.884611557893226	583.3044687433519	67.15107769531318
4	50.115809999999996	31.94413	44.810696	1.048052	4.801269216666668	7.830214270676754	2.3197185858333333	0.8720928430557251	0.3930474494894346	0.00013659999999999999	1416.3079478452455	151.75117457023472	3.549222310911744	191.0172466425161	50.45928780304374
5	50.186209999999996	31.76695	54.01694499999999	0.62202483	14.00751821666666	7.4041871006767535	1.8936914158333333	0.9868234395980836	0.5077780460317931	0.00013659999999999999	1322.208685363102	342.871338733772	3.9482885636673264	1401.3877388008311	149.99995220713114
6	50.189230000000016	31.20176	46.879368	0.6836968000000001	6.869941216666668	7.465859070676753	1.9553633858333335	1.350156545639038	0.8711111520727476	0.000132	676.2951568020894	99.10773482156843	1.4454043227023647	221.41013668139888	48.39759367560972
7	50.23199000000002	31.60075	49.666195	1.741888	9.65676821666667	8.524050270676753	3.0135545858333335	1.5984244346618652	1.1193790410955748	0.0001284	562.0453582338773	109.28040192565464	3.832671714623492	356.44618525313865	77.6309103648568
9	50.247140000000016	31.02774	45.31178	2.1725087000000003	5.302353216666667	8.954670970676753	3.4441752858333334	1.889332056045532	1.4102866624792414	0.0001238	411.64644723849875	48.17058309438427	2.3095762483094413	129.78417692529942	34.806675366235154
10	50.24958000000001	30.848440000000004	64.24135600000001	2.5418766	24.23192921666668	9.324038870676754	3.8135431858333337	1.0845348834991455	0.605489489932855	0.00013659999999999999	1319.0926132479558	497.56357624911175	19.6873990561459	2424.2930094012972	187.1481713042276
11	50.25013000000001	31.22124	42.425503000000006	1.9913983	2.4160762166666743	8.773560570676754	3.2630648858333333	2.025963544845581	1.5469181512792907	0.0001238	352.7311263933658	20.087570567096343	0.9428846106655633	57.85252303423677	15.725443703971335
12	50.30499000000001	30.99768	52.73574	0.65576845	12.726313216666668	7.4379307206767535	1.9274350358333332	1.9805691242218015	1.501523730655511	0.0001238	451.1668588865803	108.87665099930848	1.3538801705827486	1273.2090743066456	82.71908478284692
13	50.37152000000002	30.95173	48.591685999999996	0.6582979999999999	8.582259216666664	7.440460270676754	1.9299645858333334	1.0919462442398071	0.6129008506735166	0.00013659999999999999	985.7043901179401	174.095020843658	2.3585599403021	363.6610753470271	55.783369125482174
14	50.44955000000001	31.89139	51.1612	1.170221	11.151773216666669	7.952383270676753	2.4418875858333333	1.7840577363967896	1.3050123428304992	0.0001284	498.56310397954036	108.67342184657979	2.4857102723690305	325.01431169957266	104.67190251851918
15	50.45063000000001	31.24205	50.628624	2.810168	10.61919721666667	9.592330270676754	4.081834585833334	1.0106050968170166	0.5315597032507261	0.00013659999999999999	1183.919458063406	248.32344275887158	13.78332131820949	248.32344275887158	68.03893808159603
16	50.55728000000001	31.20588	49.9847	1.1195483	9.975273216666665	7.901710570676753	2.3912148858333335	1.5162607431411743	1.037215349574884	0.000132	607.1264079896324	121.16211154113198	2.713767132748315	209.7839919041176	72.22488989015575
17	50.59103000000001	32.10835	34.036564	3.3378282	-5.972862783333333	10.119990470676754	4.609494785833333	0.9319931268692015	0.45294773330291105	0.00013659999999999999	933.7896749187491	-163.86488356413207	-16.069566521170486	-242.83744799360448	-68.04873766951472
18	50.61890000000001	29.69536	20.020407000000002	2.5726080000000002	-19.98901978333333	9.354770270676754	3.8442745858333334	0.9801870584487916	0.5011416648825011	0.00013659999999999999	496.5307875379441	-495.7523458504136	-63.70382235253963	-754.632845763066	-116.0048719453242
19	50.64575000000001	28.97552	26.23560100000001	1.4145119	-13.773825783333322	8.196674170676754	2.6861784858333335	2.092642307281494	1.6135969137152038	0.00011810000000000001	210.59965562933814	-110.56590495748489	-5.961242827889908	-245.09572828212663	-90.33045802537711
20	50.6463	29.13361	75.279434	2.3367467	35.27000721666666	9.118908970676753	3.6084132858333335	1.6540472507476809	1.1750018571813903	0.0001284	812.629468061866	380.7340953575449	11.818355872657444	3528.6019190782476	189.5510411267471
21	50.64872000000001	31.20035	42.193104	0.55164415	2.1836772166666663	7.333806420676753	1.8233107358333334	2.165404796600342	1.6863594030340514	0.00011810000000000001	325.0262824915145	16.82152817897882	0.2199292475375554	218.46685684079847	13.343477794502713
22	50.68300000000001	29.56505	16.960531	0.7118561999999999	-23.048895783333332	7.494018470676753	1.9835227858333333	1.9403306245803835	1.461285231014093	0.0001238	148.92980591220154	-202.39151566082415	-8.494642959619291	-918.9655659050948	-185.59651322841515
23	50.74281000000001	31.06418	65.95874	1.8966884999999998	25.949313216666674	8.678850770676753	3.1683550858333334	1.8399659395217896	1.3609205459554992	0.0001238	619.9817403920277	243.91157820854147	7.013843584716613	428.67606727543546	154.00378591705174
24	50.78311000000001	29.19962	22.678974	3.242579	-17.33045278333333	10.024741270676753	4.514245585833334	1.2038934230804443	0.7248480295141538	0.0001347	391.1624688690778	-298.9122302158664	-42.73767060807662	-560.3371770717192	-137.42019688187133
25	50.83320000000001	28.90758	17.563622	0.6549206	-22.445804783333333	7.437082870676753	1.9265871858333332	1.6312596797943115	1.1522142862280211	0.0001284	193.24567920549399	-246.96243124961217	-9.208851320727282	-1093.465862496522	-167.3404418728614
26	50.83547000000001	32.16422	82.64536	0.20498915	42.635933216666665	6.987151420676754	1.4766557358333334	1.6465412378311155	1.167495844264825	0.0001284	897.7274165245134	463.1287972816605	1.1487200067286283	1233.0421957575666	312.02288210900804
27	50.85423000000002	30.01892	19.270973	1.8173814	-20.73845378333333	8.599543670676754	3.089047985833333	0.7643551826477051	0.2853097890814146	0.0001381	834.9529189135155	-898.5344185862957	-84.73779396601033	-1103.0684469157165	-130.08002741518368
28	50.86062000000001	29.04701	60.948769999999996	2.8704107000000003	20.939343216666664	9.652572970676754	4.1420772858333335	1.7021610736846924	1.223115680118402	0.0001284	632.705590967688	217.3700884263346	10.237145518751193	343.30951574659343	167.71891595695328
29	50.86195000000001	29.38008	12.847766	0.42140946	-27.161660783333332	7.203571730676753	1.6930760458333334	2.31160569190979	1.8325602983434996	0.00011810000000000001	91.5470607062518	-193.5410567576056	-6.348187865193989	-1565.7422014940323	-193.5410567576056
30	50.87244000000001	29.28552	0.8413539000000001	0.7502289000000001	-39.16807288333333	7.532391170676753	2.0218954858333333	1.8004593849182131	1.3214139913519225	0.0001284	8.099567521689792	-377.0642187705142	-336.22530789666774	-1079.276616395825	-292.2434784599558
31	50.896510000000006	28.94532	32.41803400000001	2.0564787	-7.591392783333319	8.838640970676753	3.328145285833333	1.610483169555664	1.1314377759893737	0.0001284	363.0540330886629	-85.01705460452446	-5.393163630186254	-120.7817022661857	-56.59618958001089
