ID#	Ra(deg)	Dec(deg)	RM_Raw_Value	RM_Raw_Err	Scaled_RM	TotalRMScaledErrWithStDev	TotalRMScaledErrWithAvgErr	Extinction	Scaled_Extinction	eAbundance	Raw_Magnetic_FieldMagnetic_Field(uG)	Magnetic_Field(uG)	Reference_BField_RMErr(±)	BField_of_Min_Extinction	BField_of_Max_Extinction
0	49.849410000000006	31.02869	33.777412	0.49198952	-14.148847935416669	7.81494499872062	10.02209490621875	1.306603193283081	0.6492619309263925	0.0001355	649.7451311942725	-272.16842598968555	-3.964306479780657	-1261.920410577411	-145.52261124567104
2	50.012520000000016	31.126040000000003	75.94589	0.12320466	28.01963006458334	7.44616013872062	9.65331004621875	1.2429472208023071	0.5856059584456186	0.0001355	1619.3471820452514	597.4452203672039	0.96921683640769	2499.0404333075408	375.3021007562014
3	50.08925000000001	31.64013	47.79162	0.48620918	-0.13463993541666497	7.80916465872062	10.01631456621875	1.001220941543579	0.34387967918689055	0.0001374	1722.9430605554978	-4.8539250688673725	-0.0493815218549915	-12.00838989553466	-1.3194615276659096
6	50.189230000000016	31.20176	46.879368	0.6836968000000001	-1.0468919354166673	8.00665227872062	10.21380218621875	1.350156545639038	0.6928152832823495	0.0001355	845.1933744348935	-18.874531916972295	-0.27526943351991917	-62.654811697873825	-8.107074484030774
7	50.23199000000002	31.60075	49.666195	1.741888	1.7399350645833351	9.06484347872062	11.27199338621875	1.5984244346618652	0.9410831723051767	0.0001327	664.652062507338	23.284478090261434	0.8166309694489241	137.74010760469994	15.63935691539849
9	50.247140000000016	31.02774	45.31178	2.1725087000000003	-2.614479935416668	9.49546417872062	11.70261408621875	1.889332056045532	1.2319907936888435	0.00012890000000000002	468.2185887844034	-27.016111610842266	-1.2953085823316994	-98.36780692528788	-18.832097275301365
10	50.24958000000001	30.848440000000004	64.24135600000001	2.5418766	16.315096064583344	9.864832078720621	12.07198198621875	1.0845348834991455	0.42719362114245696	0.0001355	1876.1623207719604	476.4807345621123	18.853201503627105	1455.1257330918943	139.98397882260767
11	50.25013000000001	31.22124	42.425503000000006	1.9913983	-5.5007569354166606	9.31435377872062	11.52150368621875	2.025963544845581	1.3686222824888925	0.0001238	398.56730538230477	-51.67697998329077	-2.4256506773263067	-200.0997501639947	-39.25604877636661
12	50.30499000000001	30.99768	52.73574	0.65576845	4.809480064583333	7.97872392872062	10.18587383621875	1.9805691242218015	1.323227861865113	0.0001238	511.7883695234442	46.67491080069443	0.5804020937159438	428.95231367713063	34.27214015610974
13	50.37152000000002	30.95173	48.591686	0.6582979999999999	0.6654260645833361	7.98125347872062	10.18840338621875	1.0919462442398071	0.4346049818831186	0.0001355	1394.987987724783	19.103296123800465	0.25880274316280355	59.34862940508277	4.7417964192984705
